"date";"station";"taille";"poids";"diametrehorizontal";"diametrevertical";"diametreremarque";"pectorale";"contraste";"ligne";"stade";"marque";;"operateur";"patho";"remarque"
"11/09/2013";"0435XX16";336;60;"4.2";"3.9";;"13.8";;;"J";"00_06DF_1734";;"Brice";;
"11/09/2013";"0435XX16";313;43;4;"3.9";;"13.8";;;"J";"00_06DF_2888";;"Brice";;
"11/09/2013";"0435XX16";336;43;"4.6";"4.1";;"12.7";;;"J";"00_06DF_2F16";;"Brice";;"recapture 2013"
"11/09/2013";"0435XX16";424;113;"4.6";"4.6";;"18.5";;;"J";"00_06DF_3670";;"Brice";;
"11/09/2013";"0435XX16";377;84;"4.9";"4.5";;"17.1";;;"J";"00_06E3_D7FC";;"Brice";;
"11/09/2013";"0435XX16";393;84;"4.6";"4.1";;"17.7";;;"J";"00_06E3_E203";;"Brice";;
"11/09/2013";"0435XX16";422;117;"5.4";"4.9";;"19.8";;;"J";"00_06E4_9420";;"Brice";;"recapture 2013"
"11/09/2013";"0435XX16";482;155;"5.2";"4.9";;"21.7";;;"J";"00_06E7_5C08";;"Brice";;
"11/09/2013";"0435XX16";430;116;"5.7";"5.1";;"20.1";;;"J";"00_06E7_611D";;"Brice";;
"11/09/2013";"0435XX16";313;39;4;"3.6";;13;;;"J";"00_06E7_6120";;"Brice";;
"11/09/2013";"0435XX16";342;55;"4.4";"4.4";;15;;;"J";"00_06E7_619F";;"Brice";;
"11/09/2013";"0435XX16";329;60;4;4;;"12.7";;;"J";"00_06E7_6BAB";;"Brice";;
"11/09/2013";"0435XX16";307;41;"4.3";"4.2";;13;;;"J";"00_06E7_6CB9";;"Brice";;
"11/09/2013";"0435XX16";327;43;"4.2";"3.9";;"15.7";;;"J";"00_06E7_6FE7";;"Brice";;
"11/09/2013";"0435XX16";331;55;"3.7";"3.6";;"12.8";;;"J";"00_06E7_733F";;"Brice";;
"11/09/2013";"0435XX16";356;60;"4.3";"4.1";;"15.1";;;"J";"00_06E7_7677";;"Brice";;
"11/09/2013";"0435XX16";385;82;"4.7";"4.5";;"15.9";;;"J";"00_06E7_767A";;"Brice";;
"11/09/2013";"0435XX16";335;50;"3.9";4;;"15.1";;;"J";"00_06E7_7707";;"Brice";;
"11/09/2013";"0435XX16";383;77;"4.5";"4.7";;"15.3";;;"J";"00_06E7_7926";;"Brice";;"recapture 2013"
"11/09/2013";"0435XX16";347;55;"4.3";"3.9";;"14.8";;;"J";"00_06E7_7927";;"Brice";;"recapture 2013"
"11/09/2013";"0435XX16";374;73;"4.2";4;;"16.4";;;"J";"00_06E7_80C3";;"Brice";;
"11/09/2013";"0435XX18";394;111;"4.8";"4.5";;"16.1";;;"J";"00_06DF_1A45";;"Brice";;
"11/09/2013";"0435XX18";303;33;"3.4";"3.1";;"11.9";;;"J";"00_06E7_6B26";;"Brice";;
"11/09/2013";"0435XX18";359;73;"4.6";"4.7";;"13.6";;;"J";"00_06E7_6D43";;"Brice";;
"16/09/2013";"0456XXX1";493;249;"6.5";"6.1";;"23.2";;;"J";"00_06E7_666D";;"Brice";;
"16/09/2013";"0456XXX1";491;200;"5.8";"5.4";;"22.5";;;"J";"00_06E7_6EDE";;"Brice";;
"16/09/2013";"0456XXX1";340;61;"4.5";"3.8";;"14.6";;;"J";"00_06E7_778F";;"Brice";;
"16/09/2013";"0456XXX1";333;52;"3.6";"2.8";;"15.2";;;"J";"00_06E7_7C4B";;"Brice";;
"16/09/2013";"0456XXX3";458;171;"5.4";"5.4";;"21.6";;;"J";"00_06DF_2559";;"Brice";;"recapture 2013"
"16/09/2013";"0456XXX3";351;59;"4.5";"3.9";;"14.9";;;"J";"00_06E3_DF5B";;"Brice";;
"16/09/2013";"0456XXX3";331;45;"4.3";"3.6";;"13.5";;;"J";"00_06E3_E779";;"Brice";;
"16/09/2013";"0456XXX3";617;396;"6.9";"6.5";;"25.1";;;"J";"00_06E4_832D";;"Brice";;"recapture 2013"
"16/09/2013";"0456XXX3";433;117;"5.7";"4.9";;"17.9";;;"J";"00_06E7_7070";;"Brice";;"recapture 2013"
"16/09/2013";"0456XXX3";437;119;"5.5";"4.9";;"18.8";;;"J";"00_06E7_7198";;"Brice";"maigre";" altération couleur"
"16/09/2013";"0456XXX3";371;77;"5.4";"4.7";;"17.3";;;"J";"00_06E7_7224";;"Brice";;
"16/09/2013";"0456XXX3";460;142;6;"5.5";;"20.5";;;"J";"00_06E7_733E";;"Brice";;
"16/09/2013";"0456XXX3";310;41;"3.7";"3.5";;"11.7";;;"J";"00_06E7_7925";;"Brice";;
"16/09/2013";"0456XXX3";363;68;"4.5";"4.3";;"15.1";;;"J";"00_06E7_7C44";;"Brice";;
"17/09/2013";"0456XXX8";411;99;"4.6";"4.6";;"17.8";;;"J";"00_06DF_2F9B";;"Brice";;"recapture 2013"
"17/09/2013";"0456XXX8";333;71;"6.5";"5.9";;"18.7";1;0;"JAG";"00_06E3_E804";;"Brice";;
"17/09/2013";"0456XXX8";433;117;"5.6";"5.4";;"19.8";;;"J";"00_06E4_832B";;"Brice";;"recapture 2013"
"17/09/2013";"0456XXX8";461;167;"6.4";6;;"21.8";;;"J";"00_06E4_8484";;"Brice";;"recapture 2013"
"17/09/2013";"0456XXX8";345;72;"5.2";"4.6";;"14.8";;;"J";"00_06E7_6448";;"Brice";"cdb";
"17/09/2013";"0456XXX8";383;83;"5.4";"5.3";;"17.6";;;"J";"00_06E7_6775";;"Brice";;
"17/09/2013";"0456XXX8";334;55;5;"4.7";;"13.9";;;"J";"00_06E7_698F";;"Brice";;
"17/09/2013";"0456XXX8";328;48;"4.6";"4.4";;"14.2";;;"J";"00_06E7_7A36";;"Brice";;
"20/09/2013";"0456XXX9";346;58;"4.7";4;;"15.1";;;"J";"00_06E4_8682";;"Brice";;
"18/09/2013";"0456XX13";337;55;5;"4.8";;"14.6";;;"J";"00_06E7_62B6";;"Brice";;
"18/09/2013";"0456XX13";356;74;"5.3";"5.3";;"17.5";;;"J";"00_06E7_710A";;"Brice";;
"18/09/2013";"0456XX13";305;46;"4.3";"4.3";;"12.4";;;"J";"00_06E7_7E4B";;"Brice";;
"18/09/2013";"0456XX16";353;70;"4.4";"4.1";;"16.2";;;"J";"00_06DF_0F30";;"Brice";;"recapture 2013"
"18/09/2013";"0456XX16";354;69;"5.4";"4.7";;"15.4";;;"J";"00_06E7_6900";;"Brice";;
"18/09/2013";"0456XX16";414;102;"5.1";5;;"18.4";;;"J";"00_06E7_6BAA";;"Brice";"ichtyo";
